"Start.Time","End.Time","Bird.Call","Location","Distance","Date","Scientific.name","Confidence","File","resultsfile","studysite"
69,72,"Yellow-billed Cuckoo","ncbg","50m","0614","Coccyzus americanus",0.0036,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
78,81,"Acadian Flycatcher","ncbg","50m","0614","Empidonax virescens",0.0029,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
82.5,85.5,"Blue-gray Gnatcatcher","ncbg","50m","0614","Polioptila caerulea",0.3475,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
85.5,88.5,"Carolina Wren","ncbg","50m","0614","Thryothorus ludovicianus",0.8434,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
88.5,91.5,"Eastern Wood-Pewee","ncbg","50m","0614","Contopus virens",0.0408,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
94.5,97.5,"Mourning Dove","ncbg","50m","0614","Zenaida macroura",0.0011,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
102,105,"Yellow-billed Cuckoo","ncbg","50m","0614","Coccyzus americanus",2e-04,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
130.5,133.5,"Acadian Flycatcher","ncbg","50m","0614","Empidonax virescens",0.3184,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
135,138,"Blue-gray Gnatcatcher","ncbg","50m","0614","Polioptila caerulea",0.1009,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
136.5,139.5,"Carolina Wren","ncbg","50m","0614","Thryothorus ludovicianus",0.9037,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
139.5,142.5,"Eastern Wood-Pewee","ncbg","50m","0614","Contopus virens",0.0022,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
145.5,148.5,"Mourning Dove","ncbg","50m","0614","Zenaida macroura",0.0099,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
154.5,157.5,"Yellow-billed Cuckoo","ncbg","50m","0614","Coccyzus americanus",7e-04,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\NCBG_50m_0614.WAV","NCBG_50m_0614.BirdNET.results.csv","NCBG"
13.5,16.5,"Acadian Flycatcher","pridge","25m","0522","Empidonax virescens",0.9611,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
16.5,19.5,"Blue-gray Gnatcatcher","pridge","25m","0522","Polioptila caerulea",0.9277,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
21,24,"Carolina Wren","pridge","25m","0522","Thryothorus ludovicianus",0.9737,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
24,27,"Eastern Wood-Pewee","pridge","25m","0522","Contopus virens",0.8361,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
30,33,"Mourning Dove","pridge","25m","0522","Zenaida macroura",0.0325,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
39,42,"Yellow-billed Cuckoo","pridge","25m","0522","Coccyzus americanus",0.882,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
51,54,"Acadian Flycatcher","pridge","25m","0522","Empidonax virescens",0.8717,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
52.5,55.5,"Blue-gray Gnatcatcher","pridge","25m","0522","Polioptila caerulea",0.8898,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
57,60,"Carolina Wren","pridge","25m","0522","Thryothorus ludovicianus",0.7402,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
60,63,"Eastern Wood-Pewee","pridge","25m","0522","Contopus virens",0.8593,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
66,69,"Mourning Dove","pridge","25m","0522","Zenaida macroura",0.0565,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
75,78,"Yellow-billed Cuckoo","pridge","25m","0522","Coccyzus americanus",0.958,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
87,90,"Acadian Flycatcher","pridge","25m","0522","Empidonax virescens",0.9701,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
90,93,"Blue-gray Gnatcatcher","pridge","25m","0522","Polioptila caerulea",0.9538,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
94.5,97.5,"Carolina Wren","pridge","25m","0522","Thryothorus ludovicianus",0.9111,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
97.5,100.5,"Eastern Wood-Pewee","pridge","25m","0522","Contopus virens",0.8349,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
103.5,106.5,"Mourning Dove","pridge","25m","0522","Zenaida macroura",0.008,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
111,114,"Yellow-billed Cuckoo","pridge","25m","0522","Coccyzus americanus",0.9967,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
124.5,127.5,"Acadian Flycatcher","pridge","25m","0522","Empidonax virescens",0.9002,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
127.5,130.5,"Blue-gray Gnatcatcher","pridge","25m","0522","Polioptila caerulea",0.9562,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
132,135,"Carolina Wren","pridge","25m","0522","Thryothorus ludovicianus",0.9486,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
136.5,139.5,"Eastern Wood-Pewee","pridge","25m","0522","Contopus virens",0.8151,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
139.5,142.5,"Mourning Dove","pridge","25m","0522","Zenaida macroura",0.0362,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
150,153,"Yellow-billed Cuckoo","pridge","25m","0522","Coccyzus americanus",0.8261,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0522.WAV","PRidge_25m_0522.BirdNET.results.csv","PRidge"
54,57,"Acadian Flycatcher","pridge","25m","0619","Empidonax virescens",0.7931,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
57,60,"Blue-gray Gnatcatcher","pridge","25m","0619","Polioptila caerulea",0.9116,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
60,63,"Carolina Wren","pridge","25m","0619","Thryothorus ludovicianus",0.9848,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
64.5,67.5,"Eastern Wood-Pewee","pridge","25m","0619","Contopus virens",0.8097,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
70.5,73.5,"Mourning Dove","pridge","25m","0619","Zenaida macroura",0.3213,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
78,81,"Yellow-billed Cuckoo","pridge","25m","0619","Coccyzus americanus",0.459,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
87,90,"Acadian Flycatcher","pridge","25m","0619","Empidonax virescens",0.7009,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
90,93,"Blue-gray Gnatcatcher","pridge","25m","0619","Polioptila caerulea",0.9539,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
93,96,"Carolina Wren","pridge","25m","0619","Thryothorus ludovicianus",0.9382,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
96,99,"Eastern Wood-Pewee","pridge","25m","0619","Contopus virens",0.8097,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
103.5,106.5,"Mourning Dove","pridge","25m","0619","Zenaida macroura",0.473,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
111,114,"Yellow-billed Cuckoo","pridge","25m","0619","Coccyzus americanus",0.9305,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
118.5,121.5,"Acadian Flycatcher","pridge","25m","0619","Empidonax virescens",0.8736,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
121.5,124.5,"Blue-gray Gnatcatcher","pridge","25m","0619","Polioptila caerulea",0.9452,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
124.5,127.5,"Carolina Wren","pridge","25m","0619","Thryothorus ludovicianus",0.7649,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
129,132,"Eastern Wood-Pewee","pridge","25m","0619","Contopus virens",0.6338,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
136.5,139.5,"Mourning Dove","pridge","25m","0619","Zenaida macroura",0.5276,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
141,144,"Yellow-billed Cuckoo","pridge","25m","0619","Coccyzus americanus",0.2563,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_25m_0619.WAV","PRidge_25m_0619.BirdNET.results.csv","PRidge"
7.5,10.5,"Acadian Flycatcher","pridge","50m","0522","Empidonax virescens",0.5992,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
9,12,"Blue-gray Gnatcatcher","pridge","50m","0522","Polioptila caerulea",0.8225,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
15,18,"Carolina Wren","pridge","50m","0522","Thryothorus ludovicianus",0.8566,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
18,21,"Eastern Wood-Pewee","pridge","50m","0522","Contopus virens",0.7133,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
22.5,25.5,"Mourning Dove","pridge","50m","0522","Zenaida macroura",0.0341,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
31.5,34.5,"Yellow-billed Cuckoo","pridge","50m","0522","Coccyzus americanus",0.0167,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
45,48,"Acadian Flycatcher","pridge","50m","0522","Empidonax virescens",0.0512,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
48,51,"Blue-gray Gnatcatcher","pridge","50m","0522","Polioptila caerulea",0.8174,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
51,54,"Carolina Wren","pridge","50m","0522","Thryothorus ludovicianus",0.929,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
55.5,58.5,"Eastern Wood-Pewee","pridge","50m","0522","Contopus virens",0.5864,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
61.5,64.5,"Mourning Dove","pridge","50m","0522","Zenaida macroura",0.0037,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
70.5,73.5,"Yellow-billed Cuckoo","pridge","50m","0522","Coccyzus americanus",0.6936,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
81,84,"Acadian Flycatcher","pridge","50m","0522","Empidonax virescens",0.9029,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
84,87,"Blue-gray Gnatcatcher","pridge","50m","0522","Polioptila caerulea",0.8234,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
88.5,91.5,"Carolina Wren","pridge","50m","0522","Thryothorus ludovicianus",0.6759,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
90,93,"Eastern Wood-Pewee","pridge","50m","0522","Contopus virens",0.838,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
96,99,"Mourning Dove","pridge","50m","0522","Zenaida macroura",0.0078,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
105,108,"Yellow-billed Cuckoo","pridge","50m","0522","Coccyzus americanus",0.8541,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
117,120,"Acadian Flycatcher","pridge","50m","0522","Empidonax virescens",0.7359,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
120,123,"Blue-gray Gnatcatcher","pridge","50m","0522","Polioptila caerulea",0.7753,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
123,126,"Carolina Wren","pridge","50m","0522","Thryothorus ludovicianus",0.8163,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
126,129,"Eastern Wood-Pewee","pridge","50m","0522","Contopus virens",0.789,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
132,135,"Mourning Dove","pridge","50m","0522","Zenaida macroura",0.0159,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
141,144,"Yellow-billed Cuckoo","pridge","50m","0522","Coccyzus americanus",0.5155,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_50m_0522.WAV","PRidge_50m_0522.BirdNET.results.csv","PRidge"
33,36,"Acadian Flycatcher","pridge","50m","0619","Empidonax virescens",0.0186,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
36,39,"Blue-gray Gnatcatcher","pridge","50m","0619","Polioptila caerulea",0.8799,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
39,42,"Carolina Wren","pridge","50m","0619","Thryothorus ludovicianus",0.8302,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
43.5,46.5,"Eastern Wood-Pewee","pridge","50m","0619","Contopus virens",0.4203,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
46.5,49.5,"Mourning Dove","pridge","50m","0619","Zenaida macroura",0.0026,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
61.5,64.5,"Yellow-billed Cuckoo","pridge","50m","0619","Coccyzus americanus",0.0175,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
67.5,70.5,"Acadian Flycatcher","pridge","50m","0619","Empidonax virescens",0.573,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
70.5,73.5,"Blue-gray Gnatcatcher","pridge","50m","0619","Polioptila caerulea",0.9228,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
75,78,"Carolina Wren","pridge","50m","0619","Thryothorus ludovicianus",0.9919,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
78,81,"Eastern Wood-Pewee","pridge","50m","0619","Contopus virens",0.8359,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
85.5,88.5,"Mourning Dove","pridge","50m","0619","Zenaida macroura",0.0042,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
91.5,94.5,"Yellow-billed Cuckoo","pridge","50m","0619","Coccyzus americanus",0.4778,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
100.5,103.5,"Acadian Flycatcher","pridge","50m","0619","Empidonax virescens",0.2482,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
102,105,"Blue-gray Gnatcatcher","pridge","50m","0619","Polioptila caerulea",0.5465,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
108,111,"Carolina Wren","pridge","50m","0619","Thryothorus ludovicianus",0.6499,"Z:\Databases\CaterpillarsCount\AudioMoth\Playback\PRidge_60m_0619.WAV","PRidge_50m_0619.BirdNET.results.csv","PRidge"
